Date,Pond,Survey,Tag
5/29/2018,C,23,9000 43000 109351
5/29/2018,C,23,9000 43000 109379
5/29/2018,C,23,9000 43000 109385
5/29/2018,C,23,9000 43000 162301
5/29/2018,C,23,9000 43000 162304
5/29/2018,C,23,9000 43000 162306
5/29/2018,C,23,9000 43000 162307
5/29/2018,C,23,9000 43000 162309
5/29/2018,C,23,9000 43000 162311
5/29/2018,C,23,9000 43000 162315
5/29/2018,C,23,9000 43000 162317
5/29/2018,C,23,9000 43000 162326
5/29/2018,C,23,9000 43000 162334
5/29/2018,C,23,9000 43000 162335
5/29/2018,C,23,9000 43000 162336
5/29/2018,C,23,9000 43000 162342
5/29/2018,C,23,9000 43000 162344
5/29/2018,C,23,9000 43000 162346
5/29/2018,C,23,9000 43000 162348
5/29/2018,C,23,9000 43000 162350
5/29/2018,C,23,9000 43000 162361
5/29/2018,C,23,9000 43000 162362
5/29/2018,C,23,9000 43000 162364
5/29/2018,C,23,9000 43000 162365
5/29/2018,C,23,9000 43000 162370
5/29/2018,C,23,9000 43000 162385
5/29/2018,C,23,9000 43000 162390
5/29/2018,C,23,9000 43000 162393
5/29/2018,C,23,9000 43000 162397
5/29/2018,C,23,9000 670000 63343
5/29/2018,C,23,9000 670000 63375
5/29/2018,C,23,9000 670000 63385
5/29/2018,C,23,9000 670000 63394
5/29/2018,C,23,9000 670000 63399
5/29/2018,C,23,982000362129480    
5/29/2018,C,23,982000362129992    
5/29/2018,C,23,982000362130003    
5/29/2018,C,23,982000362130040    
5/29/2018,C,23,982000362130095    
5/29/2018,C,23,982000362130122    
5/29/2018,C,23,982000365438993    
5/29/2018,C,23,982000365439032    
6/5/2018,C,24,1380348342    
6/5/2018,C,24,1380348401    
6/5/2018,C,24,1380348433    
6/5/2018,C,24,1380348461    
6/5/2018,C,24,1380348480    
6/5/2018,C,24,1380348488    
6/5/2018,C,24,1380348534    
6/5/2018,C,24,9000 43000 101627
6/5/2018,C,24,9000 43000 101633
6/5/2018,C,24,9000 43000 101646
6/5/2018,C,24,9000 43000 101648
6/5/2018,C,24,9000 43000 109198
6/5/2018,C,24,9000 43000 109235
6/5/2018,C,24,9000 43000 109277
6/5/2018,C,24,9000 43000 109306
6/5/2018,C,24,9000 43000 109318
6/5/2018,C,24,9000 43000 109362
6/5/2018,C,24,9000 43000 109396
6/5/2018,C,24,9000 43000 109444
6/5/2018,C,24,9000 43000 109468
6/5/2018,C,24,9000 43000 162105
6/5/2018,C,24,9000 43000 162107
6/5/2018,C,24,9000 43000 162113
6/5/2018,C,24,9000 43000 162114
6/5/2018,C,24,9000 43000 162117
6/5/2018,C,24,9000 43000 162119
6/5/2018,C,24,9000 43000 162126
6/5/2018,C,24,9000 43000 162127
6/5/2018,C,24,9000 43000 162128
6/5/2018,C,24,9000 43000 162129
6/5/2018,C,24,9000 43000 162135
6/5/2018,C,24,9000 43000 162139
6/5/2018,C,24,9000 43000 162140
6/5/2018,C,24,9000 43000 162141
6/5/2018,C,24,9000 43000 162150
6/5/2018,C,24,9000 43000 162153
6/5/2018,C,24,9000 43000 162156
6/5/2018,C,24,9000 43000 162161
6/5/2018,C,24,9000 43000 162162
6/5/2018,C,24,9000 43000 162165
6/5/2018,C,24,9000 43000 162166
6/5/2018,C,24,9000 43000 162168
6/5/2018,C,24,9000 43000 162170
6/5/2018,C,24,9000 43000 162172
6/5/2018,C,24,9000 43000 162174
6/5/2018,C,24,9000 43000 162178
6/5/2018,C,24,9000 43000 162183
6/5/2018,C,24,9000 43000 162189
6/5/2018,C,24,9000 43000 162191
6/5/2018,C,24,9000 43000 162192
6/5/2018,C,24,9000 43000 162308
6/5/2018,C,24,9000 43000 162348
6/5/2018,C,24,9000 43000 162377
6/5/2018,C,24,9000 670000 63242
6/5/2018,C,24,9000 670000 63292
6/5/2018,C,24,9000 670000 63343
6/5/2018,C,24,9000 670000 63346
6/5/2018,C,24,9000 670000 63376
6/5/2018,C,24,9000 670000 63394
6/5/2018,C,24,9000 670000 63399
6/5/2018,C,24,982000362129480    
6/5/2018,C,24,982000362129501    
6/5/2018,C,24,982000362130016    
6/5/2018,C,24,982000362130040    
6/5/2018,C,24,982000365438971    
6/5/2018,C,24,982000365439020    
6/5/2018,C,24,982000365439046    
6/11/2018,C,25,1380348342    
6/11/2018,C,25,1380348504    
6/11/2018,C,25,9000 43000 101646
6/11/2018,C,25,9000 43000 101675
6/11/2018,C,25,9000 43000 109269
6/11/2018,C,25,9000 43000 109318
6/11/2018,C,25,9000 43000 109333
6/11/2018,C,25,9000 43000 109362
6/11/2018,C,25,9000 43000 109437
6/11/2018,C,25,9000 43000 109444
6/11/2018,C,25,9000 43000 162011
6/11/2018,C,25,9000 43000 162012
6/11/2018,C,25,9000 43000 162016
6/11/2018,C,25,9000 43000 162027
6/11/2018,C,25,9000 43000 162059
6/11/2018,C,25,9000 43000 162076
6/11/2018,C,25,9000 43000 162091
6/11/2018,C,25,9000 43000 162094
6/11/2018,C,25,9000 43000 162166
6/11/2018,C,25,9000 43000 162174
6/11/2018,C,25,9000 43000 162192
6/11/2018,C,25,9000 670000 61920
6/11/2018,C,25,9000 670000 63230
6/11/2018,C,25,9000 670000 63346
6/13/2018,C,26,1380348342    
6/13/2018,C,26,1380348401    
6/13/2018,C,26,1380348423    
6/13/2018,C,26,1380348429    
6/13/2018,C,26,1380348488    
6/13/2018,C,26,1380348514    
6/13/2018,C,26,9000 43000 109201
6/13/2018,C,26,9000 43000 109205
6/13/2018,C,26,9000 43000 109290
6/13/2018,C,26,9000 43000 109299
6/13/2018,C,26,9000 43000 109318
6/13/2018,C,26,9000 43000 109333
6/13/2018,C,26,9000 43000 109351
6/13/2018,C,26,9000 43000 109365
6/13/2018,C,26,9000 43000 109370
6/13/2018,C,26,9000 43000 109424
6/13/2018,C,26,9000 43000 109437
6/13/2018,C,26,9000 43000 109444
6/13/2018,C,26,9000 43000 109448
6/13/2018,C,26,9000 43000 109454
6/13/2018,C,26,9000 43000 109458
6/13/2018,C,26,9000 43000 109468
6/13/2018,C,26,9000 43000 162091
6/13/2018,C,26,9000 43000 162094
6/13/2018,C,26,9000 43000 162117
6/13/2018,C,26,9000 43000 162127
6/13/2018,C,26,9000 43000 162129
6/13/2018,C,26,9000 43000 162156
6/13/2018,C,26,9000 43000 162166
6/13/2018,C,26,9000 43000 162168
6/13/2018,C,26,9000 43000 162170
6/13/2018,C,26,9000 43000 162172
6/13/2018,C,26,9000 43000 162192
6/13/2018,C,26,9000 43000 162203
6/13/2018,C,26,9000 43000 162209
6/13/2018,C,26,9000 43000 162211
6/13/2018,C,26,9000 43000 162214
6/13/2018,C,26,9000 43000 162223
6/13/2018,C,26,9000 43000 162251
6/13/2018,C,26,9000 43000 162255
6/13/2018,C,26,9000 43000 162259
6/13/2018,C,26,9000 43000 162260
6/13/2018,C,26,9000 43000 162269
6/13/2018,C,26,9000 43000 162272
6/13/2018,C,26,9000 43000 162276
6/13/2018,C,26,9000 43000 162281
6/13/2018,C,26,9000 43000 162282
6/13/2018,C,26,9000 43000 162299
6/13/2018,C,26,9000 43000 162303
6/13/2018,C,26,9000 43000 162315
6/13/2018,C,26,9000 43000 162350
6/13/2018,C,26,9000 43000 162351
6/13/2018,C,26,9000 43000 162362
6/13/2018,C,26,9000 43000 162392
6/13/2018,C,26,9000 670000 63343
6/13/2018,C,26,9000 670000 63394
6/13/2018,C,26,982000362129501    
6/13/2018,C,26,982000362129985    
6/13/2018,C,26,982000362130003    
6/13/2018,C,26,982000362130016    
6/13/2018,C,26,982000362130022    
6/13/2018,C,26,982000365439046    
6/21/2018,C,27,1380348342    
6/21/2018,C,27,1380348364    
6/21/2018,C,27,1380348514    
6/21/2018,C,27,9000 43000 101633
6/21/2018,C,27,9000 43000 101638
6/21/2018,C,27,9000 43000 109201
6/21/2018,C,27,9000 43000 109205
6/21/2018,C,27,9000 43000 109237
6/21/2018,C,27,9000 43000 109298
6/21/2018,C,27,9000 43000 109318
6/21/2018,C,27,9000 43000 109331
6/21/2018,C,27,9000 43000 109333
6/21/2018,C,27,9000 43000 109351
6/21/2018,C,27,9000 43000 109362
6/21/2018,C,27,9000 43000 109377
6/21/2018,C,27,9000 43000 109389
6/21/2018,C,27,9000 43000 109405
6/21/2018,C,27,9000 43000 109454
6/21/2018,C,27,9000 43000 162011
6/21/2018,C,27,9000 43000 162119
6/21/2018,C,27,9000 43000 162129
6/21/2018,C,27,9000 43000 162141
6/21/2018,C,27,9000 43000 162156
6/21/2018,C,27,9000 43000 162192
6/21/2018,C,27,9000 43000 162200
6/21/2018,C,27,9000 43000 162209
6/21/2018,C,27,9000 43000 162214
6/21/2018,C,27,9000 43000 162219
6/21/2018,C,27,9000 43000 162223
6/21/2018,C,27,9000 43000 162237
6/21/2018,C,27,9000 43000 162245
6/21/2018,C,27,9000 43000 162255
6/21/2018,C,27,9000 43000 162263
6/21/2018,C,27,9000 43000 162272
6/21/2018,C,27,9000 43000 162280
6/21/2018,C,27,9000 43000 162281
6/21/2018,C,27,9000 43000 162292
6/21/2018,C,27,9000 43000 162336
6/21/2018,C,27,9000 43000 162344
6/21/2018,C,27,9000 43000 162362
6/21/2018,C,27,9000 670000 61920
6/21/2018,C,27,9000 670000 61988
6/21/2018,C,27,9000 670000 63336
6/21/2018,C,27,9000 670000 63343
6/21/2018,C,27,9000 670000 63376
6/21/2018,C,27,982000362129501    
6/21/2018,C,27,982000362129985    
6/21/2018,C,27,982000362130045    
5/28/2019,C,28,1380348342    
5/28/2019,C,28,1380348434    
5/28/2019,C,28,1380348488    
5/28/2019,C,28,9000 43000 101633
5/28/2019,C,28,9000 43000 109203
5/28/2019,C,28,9000 43000 109318
5/28/2019,C,28,9000 43000 109331
5/28/2019,C,28,9000 43000 109385
5/28/2019,C,28,9000 43000 109415
5/28/2019,C,28,9000 43000 109424
5/28/2019,C,28,9000 43000 109437
5/28/2019,C,28,9000 43000 109444
5/28/2019,C,28,9000 43000 109448
5/28/2019,C,28,9000 43000 109463
5/28/2019,C,28,9000 43000 162002
5/28/2019,C,28,9000 43000 162004
5/28/2019,C,28,9000 43000 162005
5/28/2019,C,28,9000 43000 162030
5/28/2019,C,28,9000 43000 162032
5/28/2019,C,28,9000 43000 162035
5/28/2019,C,28,9000 43000 162041
5/28/2019,C,28,9000 43000 162051
5/28/2019,C,28,9000 43000 162056
5/28/2019,C,28,9000 43000 162061
5/28/2019,C,28,9000 43000 162063
5/28/2019,C,28,9000 43000 162067
5/28/2019,C,28,9000 43000 162076
5/28/2019,C,28,9000 43000 162082
5/28/2019,C,28,9000 43000 162091
5/28/2019,C,28,9000 43000 162094
5/28/2019,C,28,9000 43000 162207
5/28/2019,C,28,9000 43000 162217
5/28/2019,C,28,9000 43000 162218
5/28/2019,C,28,9000 43000 162221
5/28/2019,C,28,9000 43000 162224
5/28/2019,C,28,9000 43000 162227
5/28/2019,C,28,9000 43000 162228
5/28/2019,C,28,9000 43000 162231
5/28/2019,C,28,9000 43000 162232
5/28/2019,C,28,9000 43000 162233
5/28/2019,C,28,9000 43000 162238
5/28/2019,C,28,9000 43000 162240
5/28/2019,C,28,9000 43000 162241
5/28/2019,C,28,9000 43000 162243
5/28/2019,C,28,9000 43000 162246
5/28/2019,C,28,9000 43000 162247
5/28/2019,C,28,9000 43000 162249
5/28/2019,C,28,9000 43000 162253
5/28/2019,C,28,9000 43000 162264
5/28/2019,C,28,9000 43000 162265
5/28/2019,C,28,9000 43000 162270
5/28/2019,C,28,9000 43000 162274
5/28/2019,C,28,9000 43000 162278
5/28/2019,C,28,9000 43000 162285
5/28/2019,C,28,9000 43000 162293
5/28/2019,C,28,9000 43000 162294
5/28/2019,C,28,9000 43000 162295
5/28/2019,C,28,9000 43000 162296
5/28/2019,C,28,9000 43000 162308
5/28/2019,C,28,9000 43000 162385
5/28/2019,C,28,9000 670000 61966
5/28/2019,C,28,9000 670000 63230
5/28/2019,C,28,9000 670000 63375
5/28/2019,C,28,982000362130040    
6/3/2019,C,29,1380348433    
6/3/2019,C,29,1380348434    
6/3/2019,C,29,9000 43000 109203
6/3/2019,C,29,9000 43000 109221
6/3/2019,C,29,9000 43000 109237
6/3/2019,C,29,9000 43000 109262
6/3/2019,C,29,9000 43000 109318
6/3/2019,C,29,9000 43000 109331
6/3/2019,C,29,9000 43000 109362
6/3/2019,C,29,9000 43000 109381
6/3/2019,C,29,9000 43000 109424
6/3/2019,C,29,9000 43000 109463
6/3/2019,C,29,9000 43000 162000 
6/3/2019,C,29,9000 43000 162002
6/3/2019,C,29,9000 43000 162007
6/3/2019,C,29,9000 43000 162015
6/3/2019,C,29,9000 43000 162028
6/3/2019,C,29,9000 43000 162034
6/3/2019,C,29,9000 43000 162036
6/3/2019,C,29,9000 43000 162038
6/3/2019,C,29,9000 43000 162044
6/3/2019,C,29,9000 43000 162049
6/3/2019,C,29,9000 43000 162056
6/3/2019,C,29,9000 43000 162064
6/3/2019,C,29,9000 43000 162066
6/3/2019,C,29,9000 43000 162069
6/3/2019,C,29,9000 43000 162071
6/3/2019,C,29,9000 43000 162074
6/3/2019,C,29,9000 43000 162075
6/3/2019,C,29,9000 43000 162078
6/3/2019,C,29,9000 43000 162085
6/3/2019,C,29,9000 43000 162087
6/3/2019,C,29,9000 43000 162089
6/3/2019,C,29,9000 43000 162092
6/3/2019,C,29,9000 43000 162096
6/3/2019,C,29,9000 43000 162097
6/3/2019,C,29,9000 43000 162099
6/3/2019,C,29,9000 43000 162127
6/3/2019,C,29,9000 43000 162129
6/3/2019,C,29,9000 43000 162141
6/3/2019,C,29,9000 43000 162208
6/3/2019,C,29,9000 43000 162217
6/3/2019,C,29,9000 43000 162221
6/3/2019,C,29,9000 43000 162224
6/3/2019,C,29,9000 43000 162227
6/3/2019,C,29,9000 43000 162249
6/3/2019,C,29,9000 43000 162271
6/3/2019,C,29,9000 43000 162285
6/3/2019,C,29,9000 43000 162293
6/3/2019,C,29,9000 43000 162308
6/3/2019,C,29,982000362129508    
6/3/2019,C,29,982000362130022    
6/3/2019,C,29,982000362130040    
6/3/2019,C,29,982000362130095    
6/3/2019,C,29,982000362130124    
6/3/2019,C,29,982000365438993    
6/13/2019,C,30,1380348342    
6/13/2019,C,30,1380348364    
6/13/2019,C,30,1380348434    
6/13/2019,C,30,9000 43000 101615
6/13/2019,C,30,9000 43000 109203
6/13/2019,C,30,9000 43000 109237
6/13/2019,C,30,9000 43000 109243
6/13/2019,C,30,9000 43000 109262
6/13/2019,C,30,9000 43000 109333
6/13/2019,C,30,9000 43000 109362
6/13/2019,C,30,9000 43000 109370
6/13/2019,C,30,9000 43000 109385
6/13/2019,C,30,9000 43000 109424
6/13/2019,C,30,9000 43000 109444
6/13/2019,C,30,9000 43000 162002
6/13/2019,C,30,9000 43000 162006
6/13/2019,C,30,9000 43000 162007
6/13/2019,C,30,9000 43000 162008
6/13/2019,C,30,9000 43000 162009
6/13/2019,C,30,9000 43000 162015
6/13/2019,C,30,9000 43000 162019
6/13/2019,C,30,9000 43000 162024
6/13/2019,C,30,9000 43000 162038
6/13/2019,C,30,9000 43000 162040
6/13/2019,C,30,9000 43000 162043
6/13/2019,C,30,9000 43000 162049
6/13/2019,C,30,9000 43000 162050
6/13/2019,C,30,9000 43000 162058
6/13/2019,C,30,9000 43000 162064
6/13/2019,C,30,9000 43000 162066
6/13/2019,C,30,9000 43000 162068
6/13/2019,C,30,9000 43000 162069
6/13/2019,C,30,9000 43000 162070
6/13/2019,C,30,9000 43000 162071
6/13/2019,C,30,9000 43000 162073
6/13/2019,C,30,9000 43000 162074
6/13/2019,C,30,9000 43000 162076
6/13/2019,C,30,9000 43000 162077
6/13/2019,C,30,9000 43000 162078
6/13/2019,C,30,9000 43000 162087
6/13/2019,C,30,9000 43000 162089
6/13/2019,C,30,9000 43000 162090
6/13/2019,C,30,9000 43000 162093
6/13/2019,C,30,9000 43000 162094
6/13/2019,C,30,9000 43000 162098
6/13/2019,C,30,9000 43000 162110
6/13/2019,C,30,9000 43000 162121
6/13/2019,C,30,9000 43000 162130
6/13/2019,C,30,9000 43000 162134
6/13/2019,C,30,9000 43000 162141
6/13/2019,C,30,9000 43000 162155
6/13/2019,C,30,9000 43000 162162
6/13/2019,C,30,9000 43000 162173
6/13/2019,C,30,9000 43000 162184
6/13/2019,C,30,9000 43000 162195
6/13/2019,C,30,9000 43000 162196
6/13/2019,C,30,9000 43000 162197
6/13/2019,C,30,9000 43000 162199
6/13/2019,C,30,9000 43000 162209
6/13/2019,C,30,9000 43000 162214
6/13/2019,C,30,9000 43000 162218
6/13/2019,C,30,9000 43000 162220
6/13/2019,C,30,9000 43000 162227
6/13/2019,C,30,9000 43000 162245
6/13/2019,C,30,9000 43000 162249
6/13/2019,C,30,9000 43000 162270
6/13/2019,C,30,9000 43000 162271
6/13/2019,C,30,9000 43000 162274
6/13/2019,C,30,9000 43000 162285
6/13/2019,C,30,9000 43000 162377
6/13/2019,C,30,9000 670000 61988
6/13/2019,C,30,9000 670000 63230
6/13/2019,C,30,9000 670000 63336
6/13/2019,C,30,982000362129480    
6/13/2019,C,30,982000362129998    
6/13/2019,C,30,982000362130022    
6/13/2019,C,30,982000362130040    
6/13/2019,C,30,982000362130124    
6/13/2019,C,30,982000365438981    
6/13/2019,C,30,982000365438993    
6/17/2019,C,31,1380348364    
6/17/2019,C,31,1380348434    
6/17/2019,C,31,1380348504    
6/17/2019,C,31,9000 43000 109203
6/17/2019,C,31,9000 43000 109243
6/17/2019,C,31,9000 43000 109299
6/17/2019,C,31,9000 43000 109318
6/17/2019,C,31,9000 43000 109362
6/17/2019,C,31,9000 43000 109370
6/17/2019,C,31,9000 43000 109381
6/17/2019,C,31,9000 43000 109444
6/17/2019,C,31,9000 43000 162002
6/17/2019,C,31,9000 43000 162006
6/17/2019,C,31,9000 43000 162007
6/17/2019,C,31,9000 43000 162008
6/17/2019,C,31,9000 43000 162015
6/17/2019,C,31,9000 43000 162064
6/17/2019,C,31,9000 43000 162066
6/17/2019,C,31,9000 43000 162074
6/17/2019,C,31,9000 43000 162076
6/17/2019,C,31,9000 43000 162078
6/17/2019,C,31,9000 43000 162093
6/17/2019,C,31,9000 43000 162095
6/17/2019,C,31,9000 43000 162096
6/17/2019,C,31,9000 43000 162103
6/17/2019,C,31,9000 43000 162104
6/17/2019,C,31,9000 43000 162106
6/17/2019,C,31,9000 43000 162110
6/17/2019,C,31,9000 43000 162111
6/17/2019,C,31,9000 43000 162121
6/17/2019,C,31,9000 43000 162129
6/17/2019,C,31,9000 43000 162145
6/17/2019,C,31,9000 43000 162152
6/17/2019,C,31,9000 43000 162164
6/17/2019,C,31,9000 43000 162167
6/17/2019,C,31,9000 43000 162171
6/17/2019,C,31,9000 43000 162179
6/17/2019,C,31,9000 43000 162197
6/17/2019,C,31,9000 43000 162224
6/17/2019,C,31,9000 43000 162227
6/17/2019,C,31,9000 43000 162270
6/17/2019,C,31,9000 43000 162271
6/17/2019,C,31,9000 43000 162274
6/17/2019,C,31,9000 43000 162285
6/17/2019,C,31,9000 43000 162293
6/17/2019,C,31,9000 43000 162377
6/17/2019,C,31,9000 43000 162385
6/17/2019,C,31,9000 670000 63230
6/17/2019,C,31,9000 670000 63336
6/17/2019,C,31,982000362130040    
6/17/2019,C,31,982000362130101    
6/22/2019,C,32,1380348504    
6/22/2019,C,32,9000 43000 101638
6/22/2019,C,32,9000 43000 109203
6/22/2019,C,32,9000 43000 109318
6/22/2019,C,32,9000 43000 109362
6/22/2019,C,32,9000 43000 109424
6/22/2019,C,32,9000 43000 109444
6/22/2019,C,32,9000 43000 162000
6/22/2019,C,32,9000 43000 162008
6/22/2019,C,32,9000 43000 162015
6/22/2019,C,32,9000 43000 162049
6/22/2019,C,32,9000 43000 162064
6/22/2019,C,32,9000 43000 162076
6/22/2019,C,32,9000 43000 162077
6/22/2019,C,32,9000 43000 162078
6/22/2019,C,32,9000 43000 162092
6/22/2019,C,32,9000 43000 162095
6/22/2019,C,32,9000 43000 162100
6/22/2019,C,32,9000 43000 162101
6/22/2019,C,32,9000 43000 162102
6/22/2019,C,32,9000 43000 162104
6/22/2019,C,32,9000 43000 162121
6/22/2019,C,32,9000 43000 162136
6/22/2019,C,32,9000 43000 162137
6/22/2019,C,32,9000 43000 162142
6/22/2019,C,32,9000 43000 162154
6/22/2019,C,32,9000 43000 162162
6/22/2019,C,32,9000 43000 162164
6/22/2019,C,32,9000 43000 162167
6/22/2019,C,32,9000 43000 162171
6/22/2019,C,32,9000 43000 162188
6/22/2019,C,32,9000 43000 162195
6/22/2019,C,32,9000 43000 162214
6/22/2019,C,32,9000 43000 162227
6/22/2019,C,32,9000 43000 162285
6/22/2019,C,32,9000 43000 162293
6/22/2019,C,32,9000 43000 162385
6/22/2019,C,32,9000 43000162152
6/22/2019,C,32,9000 670000 63230
6/22/2019,C,32,9000 670000 63336
6/22/2019,C,32,982000362130022    
6/22/2019,C,32,982000362130040    
5/28/2020,C,33,9000 43000 162040
5/28/2020,C,33,9000 43000 109448
5/28/2020,C,33,982000362129523    
5/28/2020,C,33,982000365439058    
5/28/2020,C,33,982000365438975    
5/28/2020,C,33,9000 43000 162164
5/28/2020,C,33,982000362129502    
5/28/2020,C,33,982000365438996    
5/28/2020,C,33,982000362129966    
5/28/2020,C,33,982000362130155    
5/28/2020,C,33,9000 43000 109331
5/28/2020,C,33,982000362130040    
5/28/2020,C,33,982000362130050    
5/28/2020,C,33,9000 43000 162155
5/28/2020,C,33,982000362130041    
5/28/2020,C,33,982000362129965    
5/28/2020,C,33,982000362129997    
5/28/2020,C,33,982000365439057    
5/28/2020,C,33,982000365439039    
5/28/2020,C,33,982000365439012    
5/28/2020,C,33,982000362130018    
5/28/2020,C,33,982000362130009    
5/28/2020,C,33,9000 43000 162038
5/28/2020,C,33,9000 43000 162096
5/28/2020,C,33,9000 43000 109290
5/28/2020,C,33,9000 43000 109237
5/28/2020,C,33,9000 670000 63375
5/28/2020,C,33,982000362129980    
